"","inPathway","outPathway"
"GPCR downstream signaling",1138,391950
"VEGF binds to VEGFR leading to receptor dimerization",8,393080
"Transcriptional regulation of white adipocyte differentiation",93,392995
"RNA Polymerase III Transcription Initiation",36,393052
"Activation of Matrix Metalloproteinases",35,393053
"S Phase",156,392932
"Signaling by FGFR2 amplification mutants",8,393080
"MPS VII - Sly syndrome",3,393085
"Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)",2,393086
"TP53 Regulates Transcription of Genes Involved in Cytochrome C Release",23,393065
"Heparan sulfate/heparin (HS-GAG) metabolism",88,393000
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",40,393048
"DARPP-32 events",35,393053
"Regulation of TP53 Activity through Association with Co-factors",16,393072
"Intrinsic Pathway for Apoptosis",47,393041
"Cholesterol biosynthesis via desmosterol",14,393074
"MET activates PTK2 signaling",32,393056
"Activation of the AP-1 family of transcription factors",12,393076
"Transport of the SLBP independent Mature mRNA",37,393051
"MyD88:Mal cascade initiated on plasma membrane",111,392977
"Ras activation uopn Ca2+ infux through NMDA receptor",22,393066
"Hh mutants that don't undergo autocatalytic processing are degraded by ERAD",61,393027
"Virus Assembly and Release",12,393076
"MyD88 deficiency (TLR5)",4,393084
"Acyl chain remodelling of PE",42,393046
"ER to Golgi Anterograde Transport",163,392925
"Golgi Associated Vesicle Biogenesis",61,393027
"Smooth Muscle Contraction",39,393049
"RNA Polymerase I Promoter Escape",30,393058
"Glycosaminoglycan metabolism",182,392906
"Pre-NOTCH Processing in the Endoplasmic Reticulum",10,393078
"RHO GTPases activate CIT",23,393065
"Gene Silencing by RNA",115,392973
"Inflammasomes",29,393059
"Purine ribonucleoside monophosphate biosynthesis",49,393039
"Endosomal/Vacuolar pathway",71,393017
"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",48,393040
"FMO oxidises nucleophiles",16,393072
"Protein repair",19,393069
"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)",6,393082
"Paradoxical activation of RAF signaling by kinase inactive BRAF",48,393040
"Organic anion transporters",25,393063
"p38MAPK events",18,393070
"Fusion of the Influenza Virion to the Host Cell Endosome",9,393079
"HCN channels",6,393082
"Glycogen storage disease type Ib (SLC37A4)",2,393086
"Influenza Infection",198,392890
"FCERI mediated NF-kB activation",175,392913
"Receptor-type tyrosine-protein phosphatases",20,393068
"Defective UGT1A4 causes hyperbilirubinemia",3,393085
"Gamma carboxylation, hypusine formation and arylsulfatase activation",69,393019
"Syndecan interactions",29,393059
"Activation of PUMA and translocation to mitochondria",9,393079
"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)",6,393082
"Toxicity of botulinum toxin type F (BoNT/F)",9,393079
"Diseases associated with glycosaminoglycan metabolism",36,393052
"Gap-filling DNA repair synthesis and ligation in TC-NER",66,393022
"Signaling by activated point mutants of FGFR1",15,393073
"Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)",6,393082
"Defective GCK causes maturity-onset diabetes of the young 2 (MODY2)",2,393086
"Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)1",3,393085
"Autointegration results in viral DNA circles",9,393079
"Proton-coupled monocarboxylate transport",11,393077
"Death Receptor Signalling",57,393031
"Rhesus glycoproteins mediate ammonium transport.",5,393083
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",146,392942
"Adherens junctions interactions",35,393053
"Regulation of TP53 Expression",2,393086
"Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)",3,393085
"Diseases associated with the TLR signaling cascade",34,393054
"Synthesis of UDP-N-acetyl-glucosamine",29,393059
"SDK interactions",2,393086
"CASP8 activity is inhibited",14,393074
"RNA Polymerase I Transcription",88,393000
"Loss of Function of TGFBR1 in Cancer",9,393079
"Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)",2,393086
"Activation of gene expression by SREBF (SREBP)",49,393039
"p53-Dependent G1 DNA Damage Response",68,393020
"Hedgehog 'off' state",119,392969
"ChREBP activates metabolic gene expression",8,393080
"FRS-mediated FGFR2 signaling",33,393055
"MPS VI - Maroteaux-Lamy syndrome",4,393084
"Folding of actin by CCT/TriC",13,393075
"Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)1",2,393086
"Interaction With The Zona Pellucida",10,393078
"Vif-mediated degradation of APOBEC3G",56,393032
"Cellular responses to external stimuli",538,392550
"Serotonin Neurotransmitter Release Cycle",23,393065
"Inactivation of APC/C via direct inhibition of the APC/C complex",20,393068
"RNA Polymerase II Transcription Initiation And Promoter Clearance",53,393035
"Metabolism of polyamines",144,392944
"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",34,393054
"CREB phosphorylation through the activation of Adenylate Cyclase",12,393076
"Recognition and association of DNA glycosylase with site containing an affected purine",3,393085
"Class I MHC mediated antigen processing & presentation",453,392635
"PLCG1 events in ERBB2 signaling",6,393082
"Defective SLC7A7 causes lysinuric protein intolerance (LPI)",3,393085
"PLC-gamma1 signalling",47,393041
"IRE1alpha activates chaperones",61,393027
"Initial triggering of complement",120,392968
"Degradation of DVL",57,393031
"GRB2:SOS provides linkage to MAPK signaling for Integrins ",20,393068
"Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion",19,393069
"Trafficking of GluR2-containing AMPA receptors",23,393065
"Viral RNP Complexes in the Host Cell Nucleus",7,393081
"JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",26,393062
"Downstream TCR signaling",114,392974
"Plus-strand DNA synthesis",7,393081
"Small interfering RNA (siRNA) biogenesis",11,393077
"Defective AMN causes hereditary megaloblastic anemia 1",4,393084
"FBXW7 Mutants and NOTCH1 in Cancer",6,393082
"PP2A-mediated dephosphorylation of key metabolic factors",9,393079
"Interleukin-7 signaling",299,392789
"mitochondrial fatty acid beta-oxidation of saturated fatty acids",53,393035
"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)",4,393084
"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",8,393080
"IP6 and IP7 transport between cytosol and nucleus",3,393085
"Mismatch Repair",32,393056
"Sensing of DNA Double Strand Breaks",15,393073
"Detoxification of Reactive Oxygen Species",65,393023
"Arachidonic acid metabolism",234,392854
"DNA Repair",348,392740
"Thrombin signalling through proteinase activated receptors (PARs)",35,393053
"Synthesis of 5-eicosatetraenoic acids",24,393064
"Phospholipase C-mediated cascade; FGFR3",18,393070
"Defective MGAT2 causes MGAT2-CDG (CDG-2a)",2,393086
"TRAF6 mediated induction of TAK1 complex",21,393067
"FGFR2 alternative splicing",26,393062
"Mitochondrial translation",142,392946
"Membrane binding and targetting of GAG proteins",17,393071
"TFAP2 (AP-2) family regulates transcription of other transcription factors",4,393084
"Uncoating of the HIV Virion",8,393080
"Elastic fibre formation",46,393042
"RHO GTPases Activate Formins",147,392941
"Conjugation of phenylacetate with glutamine",10,393078
"Abasic sugar-phosphate removal via the single-nucleotide replacement pathway",3,393085
"Intraflagellar transport",55,393033
"TP53 Regulates Metabolic Genes",113,392975
"Striated Muscle Contraction1",45,393043
"Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)1",3,393085
"Cytosolic sensors of pathogen-associated DNA ",88,393000
"O-glycosylation of TSR domain-containing proteins",41,393047
"AMER1 mutants destabilize the destruction complex",14,393074
"SMAC-mediated apoptotic response",5,393083
"Chaperonin-mediated protein folding",99,392989
"Programmed Cell Death",186,392902
"PERK regulates gene expression",30,393058
"Organic cation/anion/zwitterion transport",51,393037
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",159,392929
"XBP1(S) activates chaperone genes",59,393029
"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",3,393085
"Translation",372,392716
"Voltage gated Potassium channels",44,393044
"Synthesis of active ubiquitin: roles of E1 and E2 enzymes",33,393055
"Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template",48,393040
"Sulfide oxidation to sulfate",21,393067
"HDL clearance",9,393079
"ERKs are inactivated",15,393073
"Nonsense-Mediated Decay (NMD)",121,392967
"Truncations of AMER1 destabilize the destruction complex",14,393074
"The NLRP3 inflammasome",19,393069
"Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)",3,393085
"RNA Polymerase III Transcription Initiation From Type 1 Promoter",28,393060
"rRNA processing",222,392866
"AURKA Activation by TPX2",74,393014
"Bile acid and bile salt metabolism",119,392969
"Citric acid cycle (TCA cycle)",45,393043
"Nucleobase biosynthesis",62,393026
"Signaling by Leptin",275,392813
"Activation and oligomerization of BAK protein",2,393086
"DAP12 signaling",471,392617
"Translesion Synthesis by POLH",24,393064
"Retrograde transport at the Trans-Golgi-Network",55,393033
"DNA strand elongation",38,393050
"Urea cycle",55,393033
"Constitutive Signaling by NOTCH1 HD Domain Mutants",16,393072
"Positive epigenetic regulation of rRNA expression",80,393008
"SUMOylation of DNA damage response and repair proteins",79,393009
"Mitotic Metaphase and Anaphase",210,392878
"DNA Replication1",130,392958
"Nectin/Necl  trans heterodimerization",7,393081
"Formation of the active cofactor, UDP-glucuronate",13,393075
"Multifunctional anion exchangers",19,393069
"Neutrophil degranulation",479,392609
"Mitochondrial tRNA aminoacylation",87,393001
"RHO GTPases activate IQGAPs",35,393053
"Defective MAN1B1 causes MRT15",2,393086
"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway",12,393076
"Digestion",66,393022
"Sodium/Proton exchangers",11,393077
"NADE modulates death signalling",6,393082
"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening",46,393042
"Thyroxine biosynthesis",27,393061
"RNA Pol II CTD phosphorylation and interaction with CE during HIV infection",27,393061
"Toxicity of botulinum toxin type G (BoNT/G)",7,393081
"Signaling by FGFR2",85,393003
"ERBB2 Activates PTK6 Signaling",18,393070
"Serotonin clearance from the synaptic cleft",16,393072
"Defective Mismatch Repair Associated With PMS2",2,393086
"Defective CHST3 causes SEDCJD",8,393080
"Amino acid transport across the plasma membrane",68,393020
"NOSIP mediated eNOS trafficking",7,393081
"Mitochondrial iron-sulfur cluster biogenesis",26,393062
"IRF3 mediated activation of type 1 IFN",8,393080
"FGFR2c ligand binding and activation",17,393071
"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",47,393041
"Regulation of gene expression by Hypoxia-inducible Factor",12,393076
"Defective ALG12 causes ALG12-CDG (CDG-1g)",2,393086
"Uptake and function of anthrax toxins",22,393066
"RNF mutants show enhanced WNT signaling and proliferation",8,393080
"Activation of Na-permeable kainate receptors",5,393083
"Depurination",8,393080
"RUNX3 regulates WNT signaling",9,393079
"PI Metabolism",112,392976
"Biotin transport and metabolism",19,393069
"Oncogenic MAPK signaling",84,393004
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",121,392967
"Glycolysis1",123,392965
"Other semaphorin interactions",19,393069
"Acyl chain remodelling of PC",40,393048
"Interleukin-2 family signaling",288,392800
"Lysosomal oligosaccharide catabolism",12,393076
"Regulation by TREX1",7,393081
"Interaction between PHLDA1 and AURKA",4,393084
"Defective ST3GAL3 causes MCT12 and EIEE15",8,393080
"Signaling by EGFR",481,392607
"FGFR3 ligand binding and activation",19,393069
"Cilium Assembly",207,392881
"IPs transport between ER lumen and nucleus",2,393086
"Inwardly rectifying K+ channels",34,393054
"Zinc transporters",18,393070
"Fanconi Anemia Pathway",65,393023
"Hyaluronan biosynthesis and export",7,393081
"Defective ABCA1 causes Tangier disease",3,393085
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",23,393065
"Defective GALK1 can cause Galactosemia II (GALCT2)",2,393086
"TRP channels",30,393058
"Degradation of GLI1 by the proteasome",62,393026
"Viral mRNA Translation",121,392967
"Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)",1,393087
"Removal of licensing factors from origins",75,393013
"Endosomal Sorting Complex Required For Transport (ESCRT)",35,393053
"Defective GGT1 causes Glutathionuria (GLUTH)",4,393084
"G2/M DNA damage checkpoint",81,393007
"RUNX3 regulates NOTCH signaling",14,393074
"Degradation of the extracellular matrix",148,392940
"ER Quality Control Compartment (ERQC)",33,393055
"G1/S Transition",132,392956
"Invadopodia formation",5,393083
"Ca-dependent events",40,393048
"Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells",5,393083
"Glycogen breakdown (glycogenolysis)",27,393061
"Transport of organic anions",27,393061
"Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3)",8,393080
"APC/C:Cdc20 mediated degradation of Cyclin B",23,393065
"Interleukin-17 signaling",332,392756
"Nucleotide salvage",68,393020
"Golgi-to-ER retrograde transport",147,392941
"Transport of bile salts and organic acids, metal ions and amine compounds",165,392923
"ER-Phagosome pathway",153,392935
"Scavenging by Class F Receptors",16,393072
"Phenylketonuria1",40,393048
"Metabolism of ingested H2SeO4 and H2SeO3 into H2Se",22,393066
"Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)",2,393086
"Binding and entry of HIV virion",12,393076
"Nitric oxide stimulates guanylate cyclase",36,393052
"SCF(Skp2)-mediated degradation of p27/p21",62,393026
"Ovarian tumor domain proteases",44,393044
"Pyrophosphate hydrolysis",6,393082
"Mitochondrial calcium ion transport",27,393061
"MAP2K and MAPK activation",47,393041
"Oxidative Stress Induced Senescence",101,392987
"Platelet calcium homeostasis",35,393053
"Synthesis of IP2, IP, and Ins in the cytosol",32,393056
"Binding of TCF/LEF:CTNNB1 to target gene promoters",8,393080
"TGF-beta signaling pathway",85,393003
"Neomycin, kanamycin and gentamicin biosynthesis",86,393002
"Inositol phosphate metabolism1",160,392928
"Glycosaminoglycan degradation",23,393065
"Hippo signaling pathway",160,392928
"Glutathione metabolism1",120,392968
"Metabolism of xenobiotics by cytochrome P450",194,392894
"Fc epsilon RI signaling pathway",78,393010
"Signaling pathways regulating pluripotency of stem cells",139,392949
"Glyoxylate and dicarboxylate metabolism",89,392999
"Folate biosynthesis",83,393005
"Osteoclast differentiation",129,392959
"Drug metabolism",220,392868
"Hedgehog signaling pathway",48,393040
"Phenylalanine metabolism",89,392999
"Phosphatidylinositol signaling system",128,392960
"Autoimmune thyroid disease",55,393033
"Biotin metabolism",35,393053
"Salmonella infection",89,392999
"HTLV-I infection",264,392824
"Chronic myeloid leukemia",79,393009
"Amoebiasis",107,392981
"Long-term potentiation",74,393014
"Pantothenate and CoA biosynthesis",59,393029
"Fatty acid degradation",94,392994
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",28,393060
"Synaptic vesicle cycle",75,393013
"D-Glutamine and D-glutamate metabolism",17,393071
"VEGF signaling pathway",65,393023
"T cell receptor signaling pathway",107,392981
"Longevity regulating pathway",110,392978
"Citrate cycle (TCA cycle)",50,393038
"Amphetamine addiction",77,393011
"Valine, leucine and isoleucine biosynthesis",27,393061
"Cytosolic DNA-sensing pathway",63,393025
"Mitophagy1",81,393007
"Taurine and hypotaurine metabolism",40,393048
"mTOR signaling pathway",153,392935
"MAPK signaling pathway",323,392765
"Starch and sucrose metabolism",98,392990
"Regulation of lipolysis in adipocytes",69,393019
"Linoleic acid metabolism",57,393031
"Protein export",23,393065
"Carbohydrate digestion and absorption",70,393018
"Histidine metabolism",103,392985
"Prion diseases",38,393050
"Phosphonate and phosphinate metabolism",63,393025
"Pathways in cancer",430,392658
"Biosynthesis of unsaturated fatty acids",77,393011
"Fatty acid biosynthesis",110,392978
"Peroxisome",82,393006
"RIG-I-like receptor signaling pathway",70,393018
"Tyrosine metabolism",156,392932
"RNA polymerase",31,393057
"Type II diabetes mellitus1",56,393032
"Renin secretion",86,393002
"AMPK signaling pathway",143,392945
"Carbon metabolism",112,392976
"Glycosphingolipid biosynthesis",45,393043
"Prostate cancer",108,392980
"2-Oxocarboxylic acid metabolism",134,392954
"Phospholipase D signaling pathway",158,392930
"Metabolic pathways",1684,391404
"Ascorbate and aldarate metabolism",74,393014
"Aminoacyl-tRNA biosynthesis",96,392992
"Arginine and proline metabolism",170,392918
"Biosynthesis of amino acids",127,392961
"PPAR signaling pathway1",84,393004
"B cell receptor signaling pathway",74,393014
"GABAergic synapse",97,392991
"Arginine biosynthesis",44,393044
"Pyrimidine metabolism",197,392891
"Apoptosis2",319,392769
"Adrenergic signaling in cardiomyocytes",155,392933
"Intestinal immune network for IgA production",50,393038
"Oxytocin signaling pathway",166,392922
"Circadian entrainment",107,392981
"Gastric acid secretion",89,392999
"Complement and coagulation cascades",85,393003
"D-Arginine and D-ornithine metabolism",17,393071
"Amyotrophic lateral sclerosis (ALS)1",63,393025
"Fc gamma R-mediated phagocytosis",98,392990
"Fluid shear stress and atherosclerosis",147,392941
"Herpes simplex infection",184,392904
"Ribosome",150,392938
"Sulfur metabolism",42,393046
"Inflammatory bowel disease (IBD)",65,393023
"Primary bile acid biosynthesis",64,393024
"PI3K-Akt signaling pathway",354,392734
"Pyruvate metabolism1",123,392965
"Serotonergic synapse",154,392934
"mRNA surveillance pathway",89,392999
"Neurotrophin signaling pathway",124,392964
"Protein digestion and absorption",137,392951
"Steroid biosynthesis",126,392962
"Galactose metabolism",95,392993
"Neuroactive ligand-receptor interaction",407,392681
"Glycosaminoglycan biosynthesis",59,393029
"Insulin resistance",127,392961
"Measles",137,392951
"Platelet activation",138,392950
"Fat digestion and absorption",54,393034
"Arachidonic acid metabolism1",234,392854
"Longevity regulating pathway1",110,392978
"cAMP signaling pathway",238,392850
"Sphingolipid signaling pathway",134,392954
"Adherens junction",72,393016
"Base excision repair",68,393020
"Selenocompound metabolism",44,393044
"Ubiquitin mediated proteolysis",137,392951
"Purine metabolism",290,392798
"Apoptosis3",319,392769
"RNA transport",171,392917
"Primary immunodeficiency",36,393052
"Proteasome",45,393043
"Cysteine and methionine metabolism",107,392981
"FoxO signaling pathway",137,392951
"Endocrine resistance",5,393083
"Natural killer cell mediated cytotoxicity",135,392953
"Protein processing in endoplasmic reticulum",166,392922
"Glutamatergic synapse",122,392966
"Fatty acid elongation",65,393023
"Glycine, serine and threonine metabolism",90,392998
"Cell adhesion molecules (CAMs)",144,392944
"Calcium signaling pathway",191,392897
"Rap1 signaling pathway",215,392873
"Autophagy",132,392956
"Riboflavin metabolism",43,393045
"Systemic lupus erythematosus",130,392958
"Ribosome biogenesis in eukaryotes",98,392990
"Collecting duct acid secretion",35,393053
"Vitamin B6 metabolism",45,393043
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)",74,393014
"Non-homologous end-joining",13,393075
"cGMP-PKG signaling pathway",177,392911
"Inflammatory mediator regulation of TRP channels",133,392955
"Glucagon signaling pathway",129,392959
"Nicotine addiction",47,393041
"IL-17 signaling pathway",92,392996
"Cholinergic synapse",124,392964
"Glycolysis / Gluconeogenesis",99,392989
"Breast cancer",154,392934
"Th17 cell differentiation",111,392977
"Endocytosis",250,392838
"Terpenoid backbone biosynthesis",66,393022
"Cytokine-cytokine receptor interaction",268,392820
"EGFR tyrosine kinase inhibitor resistance",2,393086
"Leukocyte transendothelial migration",116,392972
"Ras signaling pathway",243,392845
"Glycosaminoglycan biosynthesis1",59,393029
"NOD-like receptor signaling pathway",183,392905
"Vascular smooth muscle contraction",147,392941
"Legionellosis",57,393031
"Morphine addiction",99,392989
"Drug metabolism1",220,392868
"AGE-RAGE signaling pathway in diabetic complications",109,392979
"Autophagy1",132,392956
"Allograft rejection",103,392985
"Other glycan degradation",18,393070
"Axon guidance1",674,392414
"Endocrine and other factor-regulated calcium reabsorption",56,393032
"Apelin signaling pathway",146,392942
"Toll-like receptor signaling pathway",107,392981
"Platinum drug resistance",0,393088
"Graft-versus-host disease",43,393045
"Cellular senescence",309,392779
"Bladder cancer",43,393045
"Homologous recombination1",41,393047
"Estrogen signaling pathway1",120,392968
"Nitrogen metabolism",36,393052
"Focal adhesion",242,392846
"Ferroptosis",69,393019
"Tuberculosis",186,392902
"Nicotinate and nicotinamide metabolism",107,392981
"Glycosaminoglycan biosynthesis2",59,393029
"Hepatitis C",139,392949
"Phenylalanine, tyrosine and tryptophan biosynthesis",40,393048
"ECM-receptor interaction",82,393006
"One carbon pool by folate",29,393059
"Notch signaling pathway",51,393037
"Adipocytokine signaling pathway",76,393012
"Colorectal cancer",72,393016
"Progesterone-mediated oocyte maturation",100,392988
"Glioma",75,393013
"Regulation of actin cytoskeleton",235,392853
"Glycerophospholipid metabolism",149,392939
"Caffeine metabolism",47,393041
"Pentose and glucuronate interconversions",89,392999
"Retinol metabolism",110,392978
"Chemical carcinogenesis",179,392909
"Thyroid hormone signaling pathway",127,392961
"Synthesis and degradation of ketone bodies",19,393069
"Ether lipid metabolism",70,393018
"ABC transporters",171,392917
"Alanine, aspartate and glutamate metabolism",63,393025
"Choline metabolism in cancer",110,392978
"Basal cell carcinoma",64,393024
"MicroRNAs in cancer",299,392789
"Other types of O-glycan biosynthesis",22,393066
"N-Glycan biosynthesis",56,393032
"Valine, leucine and isoleucine degradation",121,392967
"Salivary secretion",105,392983
"Phagosome",151,392937
"Cocaine addiction",56,393032
"Small cell lung cancer",96,392992
"Aldosterone synthesis and secretion",106,392982
"Cell cycle",691,392397
"Lysosome",127,392961
"Malaria",50,393038
"Hepatocellular carcinoma",181,392907
"NF-kappa B signaling pathway",96,392992
"Th1 and Th2 cell differentiation",95,392993
"Chemokine signaling pathway1",194,392894
"Shigellosis",67,393021
"Epithelial cell signaling in Helicobacter pylori infection",73,393015
"Pathogenic Escherichia coli infection1",59,393029
"Vibrio cholerae infection",59,393029
"Mismatch repair1",32,393056
"Renal cell carcinoma",72,393016
"Alcoholism",185,392903
"Parkinson's disease",157,392931
"Aldosterone-regulated sodium reabsorption",45,393043
"Mineral absorption",80,393008
"Pancreatic cancer",77,393011
"Thiamine metabolism",52,393036
"Maturity onset diabetes of the young",26,393062
"Bacterial invasion of epithelial cells",76,393012
"Lysine degradation",134,392954
"Staphylococcus aureus infection",66,393022
"Chagas disease (American trypanosomiasis)",109,392979
"Wnt signaling pathway",161,392927
"Huntington's disease",196,392892
"Non-small cell lung cancer",72,393016
"Fatty acid metabolism1",499,392589
"Insulin signaling pathway",142,392946
"Basal transcription factors",45,393043
"ErbB signaling pathway",98,392990
"Steroid hormone biosynthesis",156,392932
"Thyroid hormone synthesis1",104,392984
"Spliceosome",134,392954
"Pertussis",86,393002
"HIF-1 signaling pathway",115,392973
"Hepatitis B",144,392944
"Butanoate metabolism",70,393018
"Endometrial cancer",59,393029
"Human papillomavirus infection",322,392766
"Circadian rhythm",33,393055
"Necroptosis",173,392915
"Pancreatic secretion",113,392975
"Sulfur relay system",19,393069
"Influenza A",175,392913
"Glycosphingolipid biosynthesis1",45,393043
"Sphingolipid metabolism1",198,392890
"Olfactory transduction",422,392666
"Amino sugar and nucleotide sugar metabolism",156,392932
"Vitamin digestion and absorption",63,393025
"Tryptophan metabolism1",241,392847
"Viral carcinogenesis",200,392888
"Kaposi's sarcoma-associated herpesvirus infection",191,392897
"Viral myocarditis",58,393030
"Glycosphingolipid biosynthesis2",45,393043
"Prolactin signaling pathway",82,393006
"Mucin type O-glycan biosynthesis",31,393057
"Asthma",35,393053
"p53 signaling pathway",68,393020
"Alzheimer's disease",178,392910
"Rheumatoid arthritis",93,392995
"Long-term depression",69,393019
"Porphyrin and chlorophyll metabolism",181,392907
"Central carbon metabolism in cancer",102,392986
"Taste transduction",114,392974
"Cardiac muscle contraction",82,393006
"Oxidative phosphorylation1",153,392935
"SNARE interactions in vesicular transport",34,393054
"TNF signaling pathway",108,392980
"Non-alcoholic fatty liver disease (NAFLD)",151,392937
"Epstein-Barr virus infection",202,392886
"Hippo signaling pathway1",160,392928
"Proteoglycans in cancer",207,392881
"Melanogenesis",107,392981
"Ovarian steroidogenesis",74,393014
"beta-Alanine metabolism",86,393002
"Ubiquinone and other terpenoid-quinone biosynthesis",101,392987
"Gap junction",99,392989
"Insulin secretion",98,392990
"DNA replication",130,392958
"Phototransduction",36,393052
"Type I diabetes mellitus",46,393042
"GnRH signaling pathway",98,392990
"Pentose phosphate pathway",92,392996
"Antigen processing and presentation",77,393011
"Thyroid cancer",37,393051
"alpha-Linolenic acid metabolism",67,393021
"Acute myeloid leukemia",67,393021
"Hypertrophic cardiomyopathy (HCM)",88,393000
"Transcriptional misregulation in cancer",182,392906
"Proximal tubule bicarbonate reclamation",40,393048
"Dilated cardiomyopathy (DCM)",93,392995
"Propanoate metabolism",102,392986
"Retrograde endocannabinoid signaling",167,392921
"Hematopoietic cell lineage",96,392992
"Fanconi anemia pathway",65,393023
"Tight junction",171,392917
"Vasopressin-regulated water reabsorption",46,393042
"Lipoic acid metabolism",9,393079
"Jak-STAT signaling pathway",162,392926
"Bile secretion",169,392919
"Relaxin signaling pathway",136,392952
"Gastric cancer",155,392933
"Melanoma",77,393011
"Oocyte meiosis",125,392963
"Antifolate resistance",17,393071
"Fructose and mannose metabolism",87,393001
"Mannose type O-glycan biosynthesis",28,393060
"Glycerolipid metabolism",120,392968
"Dopaminergic synapse",142,392946
"RNA degradation",78,393010
"Nucleotide excision repair",125,392963
"African trypanosomiasis",44,393044
"Leishmaniasis",78,393010
"Renin-angiotensin system",34,393054
"Toxoplasmosis",116,392972
