CHEM_ID,BIOCHEMICAL NAME,RI,MASS,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,INCHIKEY,SMILES,CHEMSPIDER,KEGG,HMDB,PUBCHEM,COMP_ID,CAS,PLATFORM
100001251,decanoylcarnitine (C10),1130,316.24824,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1784,LZOSYCMHQXPBFU-UHFFFAOYAC,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCC)=O)=O,8420677,,HMDB00651,10245190,33941,1492-27-9,LC/MS Pos Late
100001253,N-acetylglutamine,2140,187.07243,Amino Acid,Glutamate Metabolism,46,KSMRODHGGIIXDV-YFKPBYRVBV,OC([C@H](CCC(N)=O)NC(C)=O)=O,158492,C02716,HMDB06029,182230,33943,2490-97-3,LC/MS Polar
100001254,N-acetyltryptophan,2630,245.09316,Amino Acid,Tryptophan Metabolism,242,DZTHIGRZJZPRDV-LBPRGKRZBS,O=C(O)[C@@H](NC(C)=O)CC1=CNC2=C1C=CC=C2,610602,C03137,HMDB13713,700653,33959,1218-34-4,LC/MS Neg
100001256,N-acetylphenylalanine,2597,206.08226,Amino Acid,Phenylalanine Metabolism,135,CBQJSKKFNMDLON-JTQLQIEIBY,O=C(O)[C@@H](NC(C)=O)CC1=CC=CC=C1,67404,C03519,HMDB00512,74839,33950,2018-61-3,LC/MS Neg
100001262,gamma-glutamyl-epsilon-lysine,2725,276.1554,Peptide,Gamma-glutamyl Amino Acid,595,JPKNLFVGUZRHOB-YUMQZZPRBM,N[C@H](C(O)=O)CCCCNC(CC[C@@H](C(O)=O)N)=O,5378717,,HMDB03869,7015685,33934,17105-15-6,LC/MS Pos Early
100001263,1-palmitoyl-GPC (16:0),1525,496.33977,Lipid,Lysophospholipid,2495,ASWBNKHCZGQVJV-UHFFFAOYAM,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCCCCCCCCCC)=O,78064,,HMDB10382,86554,33955,17364-16-8,LC/MS Pos Late
100001266,N-acetylarginine,2245,217.12952,Amino Acid,Urea cycle; Arginine and Proline Metabolism,455,SNEIUMQYRCDYCH-LURJTMIEBE,O=C(O)[C@@H](NC(C)=O)CCCNC(N)=N,60752,C02562,HMDB04620,67427,33953,155-84-0,LC/MS Pos Early
100001267,piperine,1168,286.14377,Xenobiotics,Food Component/Plant,4812,MXXWOMGUGJBKIW-YPCIICBEBY,O=C(N1CCCCC1)/C=C/C=C/C2=CC(OCO3)=C3C=C2,553590,C03882,HMDB29377,638024,33935,94-62-2,LC/MS Pos Late
100001269,campesterol,2873,383.36724,Lipid,Sterol,3106,SGNBVLSWZMBQTH-PODYLUTMBW,C[C@H](CC[C@@H](C)C(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,151215,C01789,HMDB02869,173183,33997,474-62-4,LC/MS Pos Late
100001270,myristoylcarnitine (C14),1350,372.31084,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1786,PSHXNVGSVNEJBD-UHFFFAOYAV,O=C(CCCCCCCCCCCCC)OC(CC([O-])=O)C[N+](C)(C)C,4932274,,HMDB05066,6426854,33952,18822-89-4,LC/MS Pos Late
100001271,1-stearoyl-GPC (18:0),1606,524.37107,Lipid,Lysophospholipid,2504,IHNKQIMGVNPMTC-RUZDIDTEBJ,O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,435389,,HMDB10384,497299,33961,19420-57-6,LC/MS Pos Late
100001272,1-oleoyl-GPC (18:1),1540,522.35542,Lipid,Lysophospholipid,2506,YAMUFBLWGFFICM-PTGWMXDIBX,O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,17240641,,HMDB02815,16081932,48258,19420-56-5,LC/MS Pos Late
100001274,N-acetylthreonine,1700,160.06153,Amino Acid,"Glycine, Serine and Threonine Metabolism",17,PEDXUVCGOLSNLQ-UHFFFAOYAC,CC(O)C(C(O)=O)NC(C)=O,3841173,,HMDB62557,152204,33939,17093-74-2,LC/MS Polar
100001276,N-acetylisoleucine,2600,174.11247,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",350,JDTWZSUNGHMMJM-MSZQBOFLBT,CC(N[C@H](C(O)=O)C(C)CC)=O,2081100,,HMDB61684,306109,33967,3077-46-1,LC/MS Pos Early
100001277,10-nonadecenoate (19:1n9),5780,295.26425,Lipid,Long Chain Monounsaturated Fatty Acid,1472,BBOWBNGUEWHNQZ-KTKRTIGZBX,O=C(O)CCCCCCCC/C=C\CCCCCCCC,4471938,,HMDB13622,5312513,33972,73033-09-7,LC/MS Neg
100001278,10-heptadecenoate (17:1n7),5555,267.23295,Lipid,Long Chain Monounsaturated Fatty Acid,1463,GDTXICBNEOEPAZ-FPLPWBNLBM,O=C(O)CCCCCCCC/C=C\CCCCCC,4471860,,HMDB60038,5312435,33971,29743-97-3,LC/MS Neg
100001279,hyocholate,5046,407.28029,Lipid,Secondary Bile Acid Metabolism,3392,DKPMWHFRUGMUKF-OAEKOJLIBK,C[C@]12CC[C@@H](O)C[C@@]1([H])[C@@H](O)[C@@H](O)C3C2CC[C@@]4(C)C3CCC4C(CCC(O)=O)C,21403098,C17649,HMDB00760,92805,34093,547-75-1,LC/MS Neg
100001287,epiandrosterone sulfate,4855,369.17411,Lipid,Androgenic Steroids,3218,ZMITXKRGXGRMKS-KZBQTZLVBC,O=C1CCC2C3CC[C@@]4([H])C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,21403101,,,9929317,33973,22229-22-7,LC/MS Neg
100001292,"bradykinin, des-arg(9)",4250,902.45301,Peptide,Polypeptide,1016,VCEHWDBVPZFHAG-POFDKVPJBR,O=C(N[C@H](C(N[C@H](C(N1[C@H](C(N[C@H](C(O)=O)CC2=CC=CC=C2)=O)CCC1)=O)CO)=O)CC3=CC=CC=C3)CNC([C@H]4N(C([C@H]5N(C([C@H](CCCNC(N)=N)N)=O)CCC5)=O)CCC4)=O,94778,C00306,HMDB04246,105044,34420,15958-92-6,LC/MS Neg
100001293,N-acetylhistidine,900,196.07276,Amino Acid,Histidine Metabolism,70,KBOJOGQFRVVWBH-ZETCQYMHBN,OC([C@@H](NC(C)=O)CC1=CNC=N1)=O,68142,C02997,HMDB32055,75619,33946,39145-52-3,LC/MS Neg
100001294,gamma-glutamylglycine,1535,205.0819,Peptide,Gamma-glutamyl Amino Acid,590,ACIJGUBIMXQCMF-BYPYZUCNBW,O=C(O)[C@@H](N)CCC(NCC(O)=O)=O,145071,,HMDB11667,165527,33949,1948-29-4,LC/MS Pos Early
100001295,gamma-glutamyltryptophan,1960,332.12519,Peptide,Gamma-glutamyl Amino Acid,599,CATMPQFFVNKDEY-AAEUAGOBBU,O=C(O)[C@@H](N)CCC(N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O)=O,2302065,,HMDB29160,3989307,33947,66471-20-3,LC/MS Neg
100001296,stachydrine,1440,144.10191,Xenobiotics,Food Component/Plant,4870,CMUNUTVVOOHQPW-LURJTMIEBI,C[N+]1(C)[C@H]([C@@]([O-])=O)CCC1,103115,C10172,HMDB04827,115244,34384,4136-37-2,LC/MS Pos Early
100001300,alpha-hydroxyisovalerate,1052,117.05571,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",380,NGEWQZIDQIYUNV-UHFFFAOYAS,OC(C(O)=O)C(C)C,90190,,HMDB00407,99823,46537,600-37-3,LC/MS Polar
100001309,hydroxybupropion,3479,256.10989,Xenobiotics,Drug - Psychoactive,5538,RCOBKSKAZMVBHT-NCWAPJAIBS,CC1[C@@](OCC(C)(C)N1)(O)[C@]2=CC(Cl)=CC=C2,21403106,,HMDB12235,446,32882,,LC/MS Pos Early
100001313,gamma-glutamylmethionine,2640,279.10092,Peptide,Gamma-glutamyl Amino Acid,596,RQNSKRXMANOPQY-BQBZGAKWBR,O=C(O)[C@H](CCSC)NC(CC[C@@H](C(O)=O)N)=O,5373147,,HMDB29155,7009567,44872,17663-87-5,LC/MS Pos Early
100001314,gamma-glutamylthreonine,1750,249.10812,Peptide,Gamma-glutamyl Amino Acid,598,GWNXFCYUJXASDX-JUZNGCLZBW,CC(O)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,21403107,,HMDB29159,76078708,33364,5652-48-2,LC/MS Pos Early
100001315,p-cresol sulfate,2890,187.00705,Xenobiotics,Benzoate Metabolism,4395,WGNAKZGUSRVWRH-REWHXWOFAB,O=S(OC1=CC=C(C)C=C1)(O)=O,3806480,,HMDB11635,4615423,36103,3233-57-7,LC/MS Neg
100001317,pioglitazone,751,357.12674,Xenobiotics,Drug - Metabolic,5456,HYAFETHFCAUJAY-UHFFFAOYAH,O=C(N1)C(SC1=O)CC(C=C2)=CC=C2OCCC(N=C3)=CC=C3CC,4663,C07675,HMDB15264,4829,33139,112529-15-4,LC/MS Pos Late
100001320,erythronate*,2186,135.02989,Carbohydrate,Aminosugar Metabolism,1366,JPIJQSOTBSSVTP-PWNYCUMCBA,OC[C@@H](O)[C@@H](O)C(O)=O,2061231,,HMDB00613,2781043,42420,88759-55-1,LC/MS Polar
100001322,Fibrinopeptide A*,2474,766.83533,Peptide,Fibrinogen Cleavage Peptide,1100,JWICNZAGYSIBAR-UHFFFAOYAQ,O=C(NC(CC(C)C)C(NC(C)C(NC(CCC(O)=O)C(NCC(NCC(NCC(NC(C(C)C)C(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)=O)=O)=O)=O)C(CC1=CC=CC=C1)NC(C(CC(O)=O)NC(CNC(C(CCC(O)=O)NC(CNC(C(CO)NC(C(CC(O)=O)NC(C(C)N)=O)=O)=O)=O)=O)=O)=O,14654187,,,16133137,57709,25422-31-5,LC/MS Neg
100001323,"Fibrinopeptide A, des-ala(1)*",2535,731.31677,Peptide,Fibrinogen Cleavage Peptide,1108,JAMFMQAPZKXSKC-UHFFFAOYAY,O=C(NC(CC(C)C)C(NC(C)C(NC(CCC(O)=O)C(NCC(NCC(NCC(NC(C(C)C)C(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)=O)=O)=O)=O)C(CC1=CC=CC=C1)NC(C(CC(O)=O)NC(CNC(C(CCC(O)=O)NC(CNC(C(CO)NC(C(CC(O)=O)N)=O)=O)=O)=O)=O)=O,21403111,,,,31548,,LC/MS Neg
100001332,salicyluric glucuronide*,1463,370.07797,Xenobiotics,"Drug - Analgesics, Anesthetics",5153,OEPADIDIUZTYOX-UHFFFAOYAT,OC1=CC=CC=C1C(NCC(OC2C(O)C(O)C(O)C(C(O)=O)O2)=O)=O,21403117,,,,33384,,LC/MS Neg
100001334,N-acetylproline,1695,158.08117,Amino Acid,Urea cycle; Arginine and Proline Metabolism,461,GNMSLDIYJOSUSW-UHFFFAOYAD,O=C(O)C(CCC1)N1C(C)=O,285677,,,322640,34387,1074-79-9,LC/MS Pos Early
100001335,eicosenoate (20:1),5950,309.2799,Lipid,Long Chain Monounsaturated Fatty Acid,1475,BITHHVVYSMSWAG-KTKRTIGZBC,O=C(O)CCCCCCCCC/C=C\CCCCCCCC,4445895,C16526,HMDB02231,5282768,33587,,LC/MS Neg
100001337,linolenate [alpha or gamma; (18:3n3 or 6)],5450,277.2173,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1501,DTOSIQBPPRVQHS-PDBXOOCHBH,O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC,4444437,C06426,HMDB03073,5280934,34035,,LC/MS Neg
100001359,aconitate [cis or trans],580,173.00916,Energy,TCA Cycle,1376,,,,,,,46173,,LC/MS Neg
100001385,metoprolol acid metabolite*,2950,268.15434,Xenobiotics,Drug - Cardiovascular,5355,PUQIRTNPJRFRCZ-UHFFFAOYAZ,CC(C)NCC(O)COC1=CC=C(CC(O)=O)C=C1,56653,,,62936,34109,56392-14-4,LC/MS Pos Early
100001386,heme,1124,616.1762,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4261,,CC1=C(CCC(O)=O)C2=CC(C(CCC([O-])=O)=C3C)=[N+](C3=C4)[Fe]5(N6C4=C7C)N2C1=CC(C(C=C)=C8C)=[N+]5C8=CC6=C7C=C,,C00032,HMDB03178,26945,41754,14875-96-8,LC/MS Pos Late
100001391,stearoylcarnitine (C18),1485,428.37344,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1790,FNPHNLNTJNMAEE-HSZRJFAPBW,[O-]C(C[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,21233653,,HMDB00848,6426855,34409,18822-91-8,LC/MS Pos Late
100001392,laurylcarnitine (C12),1235,344.27954,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1785,FUJLYHJROOYKRA-UHFFFAOYAK,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O)=O,8602997,,HMDB02250,10427569,34534,25518-54-1,LC/MS Pos Late
100001393,isovalerylcarnitine (C5),3085,246.16999,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",319,IGQBPDJNUXPEMT-UHFFFAOYAB,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)C)=O)=O,4932271,,HMDB00688,6426851,34407,31023-24-2,LC/MS Pos Early
100001395,1-linoleoyl-GPC (18:2),1465,520.33977,Lipid,Lysophospholipid,2509,SPJFYYJXNPEZDW-UTJQPWESBU,O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([O-])OCC[N+](C)(C)C,10160888,C04100,HMDB10386,11988421,34419,,LC/MS Pos Late
100001396,7-methylxanthine,1350,167.05636,Xenobiotics,Xanthine Metabolism,4442,PFWLFWPASULGAN-UHFFFAOYAY,OC1=C(N2C)C(N=C2)=NC(O)=N1,61660,C16353,HMDB01991,68374,34390,552-62-5,LC/MS Pos Early
100001397,"1,3,7-trimethylurate",1985,209.06801,Xenobiotics,Xanthine Metabolism,4439,BYXCFUMGEBZDDI-UHFFFAOYAE,CN(C(N1C)=O)C(NC2=O)=C(N2C)C1=O,71754,C16361,HMDB02123,79437,34404,5415-44-1,LC/MS Neg
100001398,"3,7-dimethylurate",1418,195.05236,Xenobiotics,Xanthine Metabolism,4438,HMLZLHKHNBLLJD-UHFFFAOYAN,CN1C(NC(C(N2C)=C1NC2=O)=O)=O,74994,C16360,HMDB01982,83126,34399,13087-49-5,LC/MS Neg
100001399,"1,7-dimethylurate",1578.6,195.05236,Xenobiotics,Xanthine Metabolism,4437,NOFNCLGCUJJPKU-UHFFFAOYAG,CN1C(NC(N2)=C(C1=O)N(C)C2=O)=O,82720,C16356,HMDB11103,91611,34400,33868-03-0,LC/MS Neg
100001400,1-methylurate,1099,181.03671,Xenobiotics,Xanthine Metabolism,4434,QFDRTQONISXGJA-UHFFFAOYAS,CN1C(NC(N2)=C(C1=O)NC2=O)=O,62926,C16359,HMDB03099,69726,34395,708-79-2,LC/MS Neg
100001402,5-acetylamino-6-formylamino-3-methyluracil,1424,225.06292,Xenobiotics,Xanthine Metabolism,4444,RDZNZFGKEVDNPK-UHFFFAOYAL,O=C(NC(NC=O)=C1NC(C)=O)N(C)C1=O,97287,C16365,HMDB11105,108214,34401,85438-96-6,LC/MS Polar
100001403,5-acetylamino-6-amino-3-methyluracil,1710,197.06801,Xenobiotics,Xanthine Metabolism,4443,POQOTWQIYYNXAT-UHFFFAOYAS,O=C(NC(N)=C1NC(C)=O)N(C)C1=O,79659,C16366,HMDB04400,88299,34424,1196153-01-1,LC/MS Polar
100001405,1-methylxanthine,1568.8,165.0418,Xenobiotics,Xanthine Metabolism,4440,MVOYJPOZRLFTCP-UHFFFAOYAI,O=C(N1C)NC2=C(NC=N2)C1=O,72464,C16358,HMDB10738,80220,34389,6136-37-4,LC/MS Neg
100001409,N1-methylinosine,1430,283.1037,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3992,WJNGQIYEQLPJMN-UHFFFAOYAL,OC(C1O)C(OC1CO)N(C=N2)C(N=CN3C)=C2C3=O,513976,,HMDB02721,65095,48351,20245-33-4,LC/MS Pos Early
100001412,"N2,N2-dimethylguanosine",2210,312.13025,Nucleotide,"Purine Metabolism, Guanine containing",4057,RSPURTUNRHNVGF-IOSLPCCCBE,O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N(C)C)N1,83878,,HMDB04824,92919,35137,2140-67-2,LC/MS Pos Early
100001415,N6-carbamoylthreonyladenosine,2164,411.12698,Nucleotide,"Purine Metabolism, Adenine containing",4029,GYCVHQYQICRFAX-GQFURFNTBM,OC(C)C(C(O)=O)NC(NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)=O,141829,,HMDB41623,161466,35157,24719-82-2,LC/MS Neg
100001416,orotidine,2250,287.05209,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4073,FKCRAVPPBFWEJD-XVFCMESIBQ,O=C(C=C(C(O)=O)N1[C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)NC1=O,83729,,HMDB00788,92751,35172,314-50-1,LC/MS Polar
100001417,phenylacetylglutamine,2330,263.10373,Peptide,Acetylated Peptides,1129,JFLIEFSWGNOPJJ-UHFFFAOYAD,O=C(CC1=CC=CC=C1)N[C@@H](CCC(N)=O)C(O)=O,270643,C04148,HMDB06344,92258,35126,28047-15-6,LC/MS Neg
100001423,4-hydroxyhippurate,1475,194.04588,Xenobiotics,Benzoate Metabolism,4320,ZMHLUFWWWPBTIU-UHFFFAOYAI,O=C(NCC(O)=O)C1=CC=C(O)C=C1,133104,,HMDB13678,151012,35527,2482-25-9,LC/MS Neg
100001425,"5,6-dihydrouridine",1119,245.07791,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4086,ZPTBLXKRQACLCR-XVFCMESIBI,OC[C@H]1O[C@@H](N2CCC(NC2=O)=O)[C@@H]([C@@H]1O)O,85115,,,94312,61833,5627-05-4,LC/MS Neg
100001433,1-arachidonylglycerol (20:4),6250,303.23293,Lipid,Monoacylglycerol,2753,DCPCOKIYJYGMDN-DOFZRALJBT,O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OCC(O)CO,4445452,C13857,HMDB11549,5282281,34397,35474-99-8,LC/MS Neg
100001435,1-linolenoylglycerol (18:3),6214,277.21728,Lipid,Monoacylglycerol,2748,XQBHBEXBUZDCRY-QNEBEIHSBO,O=C(OCC(O)CO)CCCC\C=C/C\C=C/C\C=C/CCCCC,21403134,,HMDB11569,53480978,34393,124151-74-2,LC/MS Neg
100001437,cysteine-glutathione disulfide,2465,427.09519,Amino Acid,Glutathione Metabolism,528,BNRXZEPOHPEEAS-UHFFFAOYAL,NC(C(O)=O)CCC(NC(CSSCC(N)C(O)=O)C(NCC(O)=O)=O)=O,3455404,,HMDB00656,4247235,35159,13081-14-6,LC/MS Pos Early
100001446,5-methyluridine (ribothymidine),1778.1,257.07791,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4088,DWRXFEITVBNRMK-JXOAFFINBW,O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N(C=C2C)C(NC2=O)=O,393058,,HMDB00884,445408,35136,1463-10-1,LC/MS Neg
100001452,isovalerylglycine,1950,158.08226,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",318,ZRQXMKMBBMNNQC-UHFFFAOYAA,O=C(O)CNC(CC(C)C)=O,475516,,HMDB00678,546304,35107,16284-60-9,LC/MS Neg
100001454,3-hydroxydodecanedioate*,2252,245.13944,Lipid,"Fatty Acid, Dicarboxylate",1618,FYVQCLGZFXHEGL-UHFFFAOYAV,O=C(O)CC(O)CCCCCCCCC(O)=O,13628081,,HMDB00413,16663321,62915,34574-69-1,LC/MS Neg
100001456,7-methylguanine,2175,166.07234,Nucleotide,"Purine Metabolism, Guanine containing",4051,FZWGECJQACGGTI-UHFFFAOYAT,O=C1C(N2C)=C(N=C2)N=C(N)N1,10883,C02242,HMDB00897,11361,35114,578-76-7,LC/MS Pos Early
100001461,1-stearoyl-GPE (18:0),1626,482.32412,Lipid,Lysophospholipid,2561,BBYWOYAFBUOUFP-JOCHJYFZBR,O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O,7826018,,HMDB11130,9547068,42398,69747-55-3,LC/MS Pos Late
100001468,N1-Methyl-2-pyridone-5-carboxamide,1668,151.0513,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4182,JLQSXXWTCJPCBC-UHFFFAOYAD,O=C(C1=C([H])N(C(C([H])=C1[H])=O)C([H])([H])[H])N([H])[H],62899,C05842,HMDB04193,69698,40469,701-44-0,LC/MS Neg
100001485,gamma-glutamylisoleucine*,2940,261.1445,Peptide,Gamma-glutamyl Amino Acid,592,SNCKGJWJABDZHI-SIPWABPFBP,CCC(C)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,21403145,,HMDB11170,14253342,34456,,LC/MS Pos Early
100001501,oleoylcarnitine (C18:1),1423,426.35779,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1807,IPOLTUVFXFHAHI-WHIOSMTNBE,[O-]C(C[C@@H](OC(CCCCCCC/C=C\CCCCCCCC)=O)C[N+](C)(C)C)=O,21403150,,HMDB05065,6441392,35160,38677-66-6,LC/MS Pos Late
100001509,2-methylbutyrylcarnitine (C5),3050,246.16999,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",358,IHCPDBBYTYJYIL-UHFFFAOYAT,CCC(C)C(OC(CC([O-])=O)C[N+](C)(C)C)=O,4932320,,HMDB00378,6426901,45095,31023-25-3,LC/MS Pos Early
100001510,phenol sulfate,2156,172.9914,Amino Acid,Tyrosine Metabolism,181,CTYRPMDGLDAWRQ-UHFFFAOYAC,OS(OC1=CC=CC=C1)(=O)=O,67018,C02180,HMDB60015,74426,32553,937-34-8,LC/MS Neg
100001511,1-palmitoleoyl-GPC (16:1)*,1450,494.32412,Lipid,Lysophospholipid,2497,LFUDDCMNKWEORN-KHPPLWFEBO,O=P(OCC[N+](C)(C)C)([O-])OCC(O)COC(CCCCCCC/C=C\CCCCCC)=O,21403152,,HMDB10383,24779461,33230,,LC/MS Pos Late
100001540,pyroglutamine*,1900,129.06586,Amino Acid,Glutamate Metabolism,52,NPWMTBZSRRLQNJ-UHFFFAOYAH,O=C(CCC1N)NC1=O,118562,,,,46225,2353-44-8,LC/MS Pos Early
100001541,2-hydroxy-3-methylvalerate,1800,131.07136,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",356,RILPIWOPNGRASR-UHFFFAOYAI,O=C(C(C(CC)C)O)O,144317,,HMDB00317,164623,36746,488-15-3,LC/MS Neg
100001550,homostachydrine*,1750,158.11756,Xenobiotics,Food Component/Plant,4743,XULZWQRXYTVUTE-ZETCQYMHBF,C[N+]1(C)[C@@H](CCCC1)[C@]([O-])=O,390180,C08283,HMDB33433,441447,33009,1195-94-4,LC/MS Pos Early
100001551,1-arachidonoyl-GPC (20:4n6)*,1460,544.33977,Lipid,Lysophospholipid,2527,LAXQYRRMGGEGOH-JXRLJXCWBN,C[N+](C)(C)CCOP(OC[C@@](O)([H])COC(CCC\C=C/C\C=C/C/C=C\C/C=C\CCCCC)=O)([O-])=O,21403155,C05208,HMDB10395,,33228,,LC/MS Pos Late
100001561,2-palmitoleoyl-GPC (16:1)*,5720,568.3256,Lipid,Lysophospholipid,2498,GKXPPJQBVCKAGD-DJYGDJEFBY,OC[C@](OC(CCCCCCCC/C=C\CCCCC)=O)([H])COP(OCC[N+](C)(C)C)([O-])=O,21403164,,HMDB10383,,47118,,LC/MS Neg
100001562,2-palmitoyl-GPC (16:0)*,6215,570.34125,Lipid,Lysophospholipid,2496,NEGQHKSYEYVFTD-HSZRJFAPBY,OC[C@](OC(CCCCCCCCCCCCCCC)=O)([H])COP(OCC[N+](C)(C)C)([O-])=O,21403165,,HMDB61702,15061532,35253,,LC/MS Neg
100001567,1-palmitoyl-GPE (16:0),1544,454.29282,Lipid,Lysophospholipid,2554,YVYMBNSKXOXSKW-HXUWFJFHBX,O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCC)=O,7826019,,HMDB11503,9547069,35631,53862-35-4,LC/MS Pos Late
100001569,1-oleoyl-GPE (18:1),1554,480.30847,Lipid,Lysophospholipid,2563,PYVRVRFVLRNJLY-MZMPXXGTBD,O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCC\C=C/CCCCCCCC)=O,7826021,,HMDB11506,9547071,35628,89576-29-4,LC/MS Pos Late
100001570,1-linoleoyl-GPE (18:2)*,1482,478.29282,Lipid,Lysophospholipid,2565,DBHKHNGBVGWQJE-HZJYTTRNBF,O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(O)OCCN,21403170,,HMDB11507,52925130,36600,,LC/MS Pos Late
100001571,1-arachidonoyl-GPE (20:4n6)*,1470,502.29282,Lipid,Lysophospholipid,2578,ROPRRXYVXLDXQO-XSQXPFHXBE,NCCOP(OC[C@@](O)([H])COC(CCC\C=C/C\C=C/C/C=C\C/C=C\CCCCC)=O)(O)=O,21403171,,HMDB11517,42607465,35186,,LC/MS Pos Late
100001577,N-acetylcitrulline,940,216.09898,Amino Acid,Urea cycle; Arginine and Proline Metabolism,460,WMQMIOYQXNRROC-LURJTMIEBM,OC([C@@H](NC(C)=O)CCCNC(N)=O)=O,571213,C15532,HMDB00856,656979,48434,33965-42-3,LC/MS Neg
100001579,2-hydroxypalmitate,5511.2,271.22786,Lipid,"Fatty Acid, Monohydroxy",1885,JGHSBPIZNUXPLA-UHFFFAOYAI,O=C(O)C(O)CCCCCCCCCCCCCC,83805,,HMDB31057,92836,35675,764-67-0,LC/MS Neg
100001580,docosapentaenoate (n6 DPA; 22:5n6),5624.5,329.2486,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1508,AVKOENOBFIYBSA-WMPRHZDHBF,OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,4945614,C16513,HMDB01976,6441454,37478,25182-74-5,LC/MS Neg
100001586,gulonate*,2750,195.05102,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4212,RGHNJXZEOKUKBD-NRXMZTRTBF,OC([C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)=O,7969943,C00257,HMDB03290,152304,46957,20246-53-1,LC/MS Polar
100001590,isobutyrylglycine,1420,144.06661,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",383,DCICDMMXFIELDF-UHFFFAOYAA,O=C(O)CNC(C(C)C)=O,9030891,,HMDB00730,10855600,35437,15926-18-8,LC/MS Neg
100001593,glutarylcarnitine (C5-DC),2393,276.14417,Amino Acid,Lysine Metabolism,121,NXJAXUYOQLTISD-UHFFFAOYAA,[O-]C(CC(C[N+](C)(C)C)OC(CCCC(O)=O)=O)=O,21403175,,HMDB13130,71464488,44664,102636-82-8,LC/MS Pos Early
100001594,beta-hydroxyisovaleroylcarnitine,2584,262.1649,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",329,IGLHHSKNBDXCEY-UHFFFAOYAG,[O-]C(CC(C[N+](C)(C)C)OC(CC(O)(C)C)=O)=O,21403176,,,,35433,99159-87-2,LC/MS Pos Early
100001604,hydroquinone sulfate,1395,188.98631,Xenobiotics,Drug - Topical Agents,5619,FPXPQMOQWJZYBL-UHFFFAOYAZ,OC1=CC=C(C=C1)OS(=O)(O)=O,141624,C00530,HMDB02434,161220,35322,123-31-9,LC/MS Neg
